PLANT_NAME,MATERIAL_NAME,YEAR_MONTH,STOCK_MT,STOCK_SELL_VALUE,INBOUND_MT,OUTBOUND_MT,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,NET_CHANGE_MT,CALCULATED_INVENTORY_MT,DATE
SINGAPORE-WAREHOUSE,MAT-0032,2024-11,9.2,13248.0,0.0,51.0,P-002,11,-51.0,-305.975,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0032,2024-12,9.2,14996.0,0.0,0.0,P-002,11,0.0,-305.975,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0034,2023-12,11.0,6050.0,0.0,0.0,P-001,8,0.0,0.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-01,11.0,5940.0,0.0,0.0,P-001,8,0.0,0.0,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-02,11.0,5830.0,0.0,0.0,P-001,8,0.0,0.0,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-03,22.0,11220.0,0.0,0.0,P-001,8,0.0,0.0,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-04,11.0,5610.0,0.0,0.0,P-001,8,0.0,0.0,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-05,11.0,5610.0,0.0,0.0,P-001,8,0.0,0.0,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-06,10.5,5250.0,0.0,0.5,P-001,8,-0.5,-0.5,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-07,10.0,5000.0,0.0,0.0,P-001,8,0.0,-0.5,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-08,10.0,4900.0,0.0,0.0,P-001,8,0.0,-0.5,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-09,10.0,5000.0,0.0,0.0,P-001,8,0.0,-0.5,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-10,10.0,4900.0,0.0,0.0,P-001,8,0.0,-0.5,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-11,10.0,4800.0,0.0,0.0,P-001,8,0.0,-0.5,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0034,2024-12,10.0,4900.0,0.0,0.0,P-001,8,0.0,-0.5,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0035,2023-12,521.825,459206.0,0.0,0.0,P-002,6,0.0,0.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-01,521.825,767086.0,0.0,0.0,P-002,6,0.0,0.0,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-02,519.075,591747.0,0.0,2.75,P-002,6,-2.75,-2.75,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-03,1035.15,797068.0,0.0,1.5,P-002,6,-1.5,-4.25,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-04,516.175,490369.0,0.0,1.375,P-002,6,-1.375,-5.625,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-05,516.1,598676.0,0.0,0.0,P-002,6,0.0,-5.625,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-06,516.1,598676.0,0.0,0.0,P-002,6,0.0,-5.625,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-07,514.6,540332.0,0.0,1.5,P-002,6,-1.5,-7.125,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-08,514.6,627813.0,0.0,0.0,P-002,6,0.0,-7.125,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-09,415.6,515344.0,0.0,99.0,P-002,6,-99.0,-106.125,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-10,415.575,531936.0,0.0,0.0,P-002,6,0.0,-106.125,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-11,0.025,22.0,0.0,415.55,P-002,6,-415.55,-521.675,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0035,2024-12,0.025,25.0,0.0,0.0,P-002,6,0.0,-521.675,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-01,0.0,0.0,24.75,0.0,P-001,3,24.75,24.75,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-02,24.75,13365.0,0.0,0.0,P-001,3,0.0,24.75,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-03,49.5,25246.0,420.75,0.0,P-001,3,420.75,445.5,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-04,321.75,160876.0,222.75,0.0,P-001,3,222.75,668.25,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-05,442.7,221351.0,0.0,2.76,P-001,3,-2.76,665.49,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-06,615.95,314135.0,0.0,49.5,P-001,3,-49.5,615.99,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-07,556.825,278413.0,0.0,34.38,P-001,3,-34.38,581.61,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-08,532.075,271359.0,0.0,49.5,P-001,3,-49.5,532.11,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-09,258.35,131761.0,1287.0,226.88,P-001,3,1060.12,1592.23,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-10,291.325,145665.0,198.0,261.25,P-001,3,-63.25,1528.98,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-11,1100.0,539003.0,222.75,178.755,P-001,3,43.995000000000005,1572.975,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0037,2024-12,1850.75,943890.0,0.0,165.0,P-001,3,-165.0,1407.975,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0039,2023-12,19.25,14630.0,0.0,0.0,P-002,7,0.0,0.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-01,19.25,14245.0,0.0,0.0,P-002,7,0.0,0.0,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-02,19.25,13668.0,0.0,0.0,P-002,7,0.0,0.0,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-03,38.5,26566.0,0.0,0.0,P-002,7,0.0,0.0,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-04,19.25,12898.0,0.0,0.0,P-002,7,0.0,0.0,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-05,19.25,12898.0,0.0,0.0,P-002,7,0.0,0.0,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-06,19.25,13090.0,0.0,0.0,P-002,7,0.0,0.0,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-07,19.25,13090.0,0.0,0.0,P-002,7,0.0,0.0,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-08,19.25,13283.0,0.0,0.0,P-002,7,0.0,0.0,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-09,19.25,13283.0,0.0,0.0,P-002,7,0.0,0.0,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-10,19.25,13090.0,0.0,0.0,P-002,7,0.0,0.0,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-11,19.25,12898.0,0.0,0.0,P-002,7,0.0,0.0,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0039,2024-12,19.25,13090.0,0.0,0.0,P-002,7,0.0,0.0,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0040,2024-08,0.0,0.0,495.0,0.0,P-001,3,495.0,495.0,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0040,2024-09,247.5,297000.0,0.0,0.0,P-001,3,0.0,495.0,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0040,2024-10,494.575,613273.0,0.0,0.3,P-001,3,-0.3,494.7,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0040,2024-11,494.55,618188.0,0.0,0.0,P-001,3,0.0,494.7,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0040,2024-12,890.55,961794.0,0.0,0.0,P-001,3,0.0,494.7,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0041,2024-09,26.1,31581.0,0.0,137.5,P-001,2,-137.5,-137.5,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0041,2024-10,1.35,1688.0,0.0,49.5,P-001,2,-49.5,-187.0,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0043,2024-08,24.325,24812.0,0.0,0.0,P-002,11,0.0,0.0,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0043,2024-09,24.325,24812.0,0.0,0.0,P-002,11,0.0,0.0,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0043,2024-10,24.325,24568.0,0.0,0.0,P-002,11,0.0,0.0,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0043,2024-11,24.325,25785.0,0.0,0.0,P-002,11,0.0,0.0,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0043,2024-12,24.325,24082.0,0.0,0.0,P-002,11,0.0,0.0,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0044,2024-02,0.0,0.0,123.75,0.0,P-001,6,123.75,123.75,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0044,2024-03,0.0,0.0,272.25,0.0,P-001,6,272.25,396.0,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0044,2024-04,247.45,522122.0,0.0,0.0,P-001,6,0.0,396.0,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0044,2024-05,346.425,730960.0,222.75,24.75,P-001,6,198.0,594.0,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0044,2024-06,296.925,632453.0,0.0,74.25,P-001,6,-74.25,519.75,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0044,2024-07,494.9,1054139.0,0.0,24.75,P-001,6,-24.75,495.0,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0044,2024-08,470.15,1029631.0,0.0,24.75,P-001,6,-24.75,470.25,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0044,2024-09,409.65,868458.0,0.0,35.75,P-001,6,-35.75,434.5,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0044,2024-10,384.9,839085.0,0.0,49.5,P-001,6,-49.5,385.0,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0044,2024-11,360.15,785130.0,0.0,24.75,P-001,6,-24.75,360.25,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0044,2024-12,360.15,741912.0,0.0,0.0,P-001,6,0.0,360.25,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0045,2024-04,0.025,6.0,0.0,0.0,P-002,10,0.0,0.0,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0045,2024-05,0.1,25.0,0.0,0.0,P-002,10,0.0,0.0,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0045,2024-06,0.1,25.0,0.0,0.0,P-002,10,0.0,0.0,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0045,2024-07,0.1,25.0,0.0,0.0,P-002,10,0.0,0.0,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0045,2024-08,0.1,25.0,0.0,0.0,P-002,10,0.0,0.0,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0045,2024-09,0.1,25.0,0.0,0.0,P-002,10,0.0,0.0,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0046,2023-12,16.425,16590.0,198.0,0.0,P-001,5,198.0,198.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-01,115.425,115425.0,0.0,0.0,P-001,5,0.0,198.0,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-02,0.425,434.0,99.0,214.01,P-001,5,-115.00999999999999,82.99000000000001,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-03,0.85,868.0,99.0,0.0,P-001,5,99.0,181.99,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-04,99.425,102408.0,99.0,0.0,P-001,5,99.0,280.99,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-05,173.675,178886.0,99.0,99.0,P-001,5,0.0,280.99,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-06,173.675,178886.0,99.0,24.75,P-001,5,74.25,355.24,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-07,124.175,127901.0,49.5,148.5,P-001,5,-99.0,256.24,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-08,148.925,153395.0,99.0,123.75,P-001,5,-24.75,231.49,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-09,0.425,442.0,0.0,148.5,P-001,5,-148.5,82.99000000000001,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-10,0.425,1292.0,247.5,99.0,P-001,5,148.5,231.49,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-11,148.925,1002266.0,0.0,0.0,P-001,5,0.0,231.49,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0046,2024-12,297.525,300503.0,0.0,49.4,P-001,5,-49.4,182.09,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0048,2024-05,0.05,57.0,0.0,0.0,P-001,3,0.0,0.0,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0048,2024-06,0.05,57.0,0.0,0.0,P-001,3,0.0,0.0,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0048,2024-07,0.05,57.0,0.0,0.0,P-001,3,0.0,0.0,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0048,2024-08,0.05,57.0,0.0,0.0,P-001,3,0.0,0.0,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0048,2024-09,0.05,57.0,0.0,0.0,P-001,3,0.0,0.0,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0049,2024-02,0.0,0.0,0.0,23.375,P-001,5,-23.375,-23.375,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0049,2024-04,0.0,0.0,0.0,22.0,P-001,5,-22.0,-45.375,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0050,2023-12,453.75,517276.0,0.0,99.0,P-001,6,-99.0,-99.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-01,330.0,372900.0,0.0,123.75,P-001,6,-123.75,-222.75,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-02,305.25,329670.0,0.0,24.75,P-001,6,-24.75,-247.5,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-03,558.75,603450.0,0.0,24.75,P-001,6,-24.75,-272.25,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-04,180.375,200217.0,0.0,74.25,P-001,6,-74.25,-346.5,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-05,4.4,4752.0,0.0,123.75,P-001,6,-123.75,-470.25,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-06,4.4,4752.0,0.0,74.25,P-001,6,-74.25,-544.5,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-07,4.4,4796.0,0.0,0.0,P-001,6,0.0,-544.5,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-08,4.4,4840.0,0.0,0.0,P-001,6,0.0,-544.5,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-09,4.4,4840.0,0.0,0.0,P-001,6,0.0,-544.5,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-10,4.4,4796.0,0.0,0.0,P-001,6,0.0,-544.5,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-11,4.4,5236.0,0.0,0.0,P-001,6,0.0,-544.5,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0050,2024-12,4.4,5236.0,0.0,0.0,P-001,6,0.0,-544.5,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0051,2023-12,2003.675,3786952.0,0.0,0.0,P-003,8,0.0,0.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-01,1981.175,3704804.0,0.0,22.5,P-003,8,-22.5,-22.5,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-02,709.925,1306262.0,0.0,821.25,P-003,8,-821.25,-843.75,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-03,49.6,102674.0,0.0,1112.53,P-003,8,-1112.53,-1956.28,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-04,2.275,4482.0,990.0,45.0,P-003,8,945.0,-1011.28,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-05,969.675,1910265.0,0.0,22.5,P-003,8,-22.5,-1033.78,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-06,944.675,1861015.0,0.0,25.0,P-003,8,-25.0,-1058.78,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-07,709.625,1397965.0,0.0,235.0,P-003,8,-235.0,-1293.78,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-08,394.55,777267.0,0.0,270.0,P-003,8,-270.0,-1563.78,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-09,329.5,649118.0,0.0,87.5,P-003,8,-87.5,-1651.28,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-10,409.5,806718.0,765.0,145.0,P-003,8,620.0,-1031.28,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-11,789.5,1555319.0,0.0,137.5,P-003,8,-137.5,-1168.78,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0051,2024-12,644.5,1269669.0,0.0,190.0,P-003,8,-190.0,-1358.78,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0053,2024-06,371.25,352688.0,0.0,0.0,P-001,2,0.0,0.0,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0053,2024-07,349.25,331788.0,0.0,46.75,P-001,2,-46.75,-46.75,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0053,2024-08,170.5,161975.0,0.0,129.255,P-001,2,-129.255,-176.005,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0053,2024-09,82.5,78375.0,0.0,133.38,P-001,2,-133.38,-309.385,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0053,2024-10,73.75,70063.0,0.0,12.875,P-001,2,-12.875,-322.26,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0053,2024-11,62.75,60868.0,0.0,0.0,P-001,2,0.0,-322.26,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0053,2024-12,62.75,59613.0,0.0,11.0,P-001,2,-11.0,-333.26,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0055,2023-12,4.125,2599.0,0.0,0.0,P-001,2,0.0,0.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0055,2024-01,0.0,0.0,0.0,4.125,P-001,2,-4.125,-4.125,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0055,2024-12,346.5,194040.0,0.0,0.0,P-001,2,0.0,-4.125,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0056,2023-12,393.975,303582.0,495.0,49.5,P-001,3,445.5,445.5,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-01,992.0,737629.0,618.75,515.64,P-001,3,103.11000000000001,548.61,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-02,868.25,654956.0,1237.5,470.25,P-001,3,767.25,1315.8600000000001,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-03,2204.55,1674976.0,990.0,557.6,P-001,3,432.4,1748.26,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-04,1102.275,834675.0,346.5,421.05,P-001,3,-74.55000000000001,1673.71,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-05,1696.125,1288308.0,1485.0,581.625,P-001,3,903.375,2577.085,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-06,1755.625,1333029.0,247.5,789.25,P-001,3,-541.75,2035.335,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-07,1977.525,1506579.0,495.0,990.0,P-001,3,-495.0,1540.335,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-08,1530.35,1149903.0,123.75,643.5,P-001,3,-519.75,1020.585,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-09,1257.15,963567.0,0.0,620.325,P-001,3,-620.325,400.26,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-10,762.1,562910.0,0.0,520.25,P-001,3,-520.25,-119.99000000000001,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-11,135.9,99303.0,0.0,521.825,P-001,3,-521.825,-641.815,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0056,2024-12,36.9,26922.0,0.0,272.25,P-001,3,-272.25,-914.065,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0057,2023-12,189.425,208368.0,0.0,0.0,P-001,6,0.0,0.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-01,189.425,206473.0,0.0,0.0,P-001,6,0.0,0.0,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-02,189.425,197002.0,0.0,0.0,P-001,6,0.0,0.0,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-03,378.85,394004.0,0.0,0.0,P-001,6,0.0,0.0,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-04,189.425,202685.0,0.0,0.0,P-001,6,0.0,0.0,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-05,189.325,198791.0,0.0,0.0,P-001,6,0.0,0.0,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-06,16.075,16879.0,0.0,173.25,P-001,6,-173.25,-173.25,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-07,16.075,16879.0,0.0,0.0,P-001,6,0.0,-173.25,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-08,16.075,17040.0,0.0,0.0,P-001,6,0.0,-173.25,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-09,16.075,17040.0,0.0,0.0,P-001,6,0.0,-173.25,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-10,16.075,17040.0,0.0,0.0,P-001,6,0.0,-173.25,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-11,16.075,18326.0,0.0,0.0,P-001,6,0.0,-173.25,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0057,2024-12,16.075,18326.0,0.0,0.0,P-001,6,0.0,-173.25,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0058,2024-06,1.037,1068.0,0.0,0.0,P-002,11,0.0,0.0,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0058,2024-07,2.594,2672.0,0.0,0.0,P-002,11,0.0,0.0,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0058,2024-08,5.593999999999999,5762.0,0.0,0.0,P-002,11,0.0,0.0,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0058,2024-09,12.895999999999999,13283.0,0.0,0.0,P-002,11,0.0,0.0,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0058,2024-11,0.8,824.0,0.0,0.0,P-002,11,0.0,0.0,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0058,2024-12,1.4,1442.0,0.0,0.0,P-002,11,0.0,0.0,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0060,2024-06,0.0,0.0,148.5,0.0,P-001,8,148.5,148.5,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0060,2024-08,0.0,0.0,0.0,148.5,P-001,8,-148.5,0.0,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0061,2024-12,24.75,43860.0,0.0,0.0,P-002,11,0.0,0.0,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0062,2023-11,0.0,0.0,173.25,0.0,P-001,7,173.25,173.25,2023-11-01
SINGAPORE-WAREHOUSE,MAT-0062,2023-12,558.25,675484.0,420.75,0.0,P-001,7,420.75,594.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-01,632.5,708400.0,0.0,99.0,P-001,7,-99.0,495.0,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-02,855.25,949328.0,247.5,198.0,P-001,7,49.5,544.5,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-03,1017.5,1129426.0,99.0,346.5,P-001,7,-247.5,297.0,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-04,112.7,123970.0,173.25,643.51,P-001,7,-470.26,-173.26,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-05,4.075,2650.0,0.0,207.64499999999998,P-001,7,-207.64499999999998,-380.905,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-06,123.75,138600.0,198.0,24.75,P-001,7,173.25,-207.65499999999997,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-07,24.75,27968.0,247.5,123.75,P-001,7,123.75,-83.90499999999997,2024-07-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-08,173.25,209633.0,198.0,49.51,P-001,7,148.49,64.58500000000004,2024-08-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-09,413.675,521231.0,0.0,6.875,P-001,7,-6.875,57.710000000000036,2024-09-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-10,256.85,333906.0,173.25,343.75,P-001,7,-170.5,-112.78999999999996,2024-10-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-11,255.25,331827.0,0.0,134.76,P-001,7,-134.76,-247.54999999999995,2024-11-01
SINGAPORE-WAREHOUSE,MAT-0062,2024-12,425.975,489874.0,0.0,200.525,P-001,7,-200.525,-448.07499999999993,2024-12-01
SINGAPORE-WAREHOUSE,MAT-0063,2023-12,8.15,9780.0,0.0,0.0,P-001,2,0.0,0.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0063,2024-01,8.15,9047.0,0.0,0.0,P-001,2,0.0,0.0,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0063,2024-02,8.15,8721.0,0.0,0.0,P-001,2,0.0,0.0,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0063,2024-03,16.3,18094.0,0.0,0.0,P-001,2,0.0,0.0,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0063,2024-04,8.1,8910.0,0.0,0.0,P-001,2,0.0,0.0,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0063,2024-05,8.1,5265.0,0.0,0.0,P-001,2,0.0,0.0,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0063,2024-06,1.225,1360.0,0.0,6.875,P-001,2,-6.875,-6.875,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0064,2023-12,2.1,3273.0,0.0,0.0,P-002,9,0.0,0.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0064,2024-01,2.1,3223.0,0.0,0.0,P-002,9,0.0,0.0,2024-01-01
SINGAPORE-WAREHOUSE,MAT-0064,2024-02,2.1,3341.0,0.0,0.0,P-002,9,0.0,0.0,2024-02-01
SINGAPORE-WAREHOUSE,MAT-0064,2024-03,4.2,6578.0,0.0,0.0,P-002,9,0.0,0.0,2024-03-01
SINGAPORE-WAREHOUSE,MAT-0064,2024-04,2.1,3259.0,0.0,0.0,P-002,9,0.0,0.0,2024-04-01
SINGAPORE-WAREHOUSE,MAT-0064,2024-05,2.1,3288.0,0.0,0.0,P-002,9,0.0,0.0,2024-05-01
SINGAPORE-WAREHOUSE,MAT-0064,2024-06,2.1,3192.0,0.0,0.0,P-002,9,0.0,0.0,2024-06-01
SINGAPORE-WAREHOUSE,MAT-0065,2023-12,555.225,385005.0,0.0,0.0,P-001,4,0.0,0.0,2023-12-01
SINGAPORE-WAREHOUSE,MAT-0065,2024-01,706.325,480301.0,123.75,100.375,P-001,4,23.375,23.375,2024-01-01
